Ledningskonstruktion;Säkerhetsklass;Områdestyp;Stolptyp;Stolpmaterial;Ledningsmaterial;Ledningsisolering;Tvärsnittsarea;Spänningsnivå;Imax;Kostnadskod;Kommentar;
overh;A;Tätort;single;wood;ACSR;undef;99;12;285;NG11013;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;157;12;395;NG11014;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;49;12;175;NG11012;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;99;24;285;NG11013;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;62;12;210;NG11012;;
overh;B;Landsbygd svår mark;single;wood;Cu;undef;16;0,4;0;NG12311;;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;49;0,4;0;NG12312;;
overh;B;Landsbygd;single;wood;ACSR;undef;62;52;100;R-NR-LL-2-1;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;62;52;100;R-NR-LL-2-1;;
overh;B;Landsbygd svår mark;single;wood;ACSR;undef;62;52;100;R-NR-LL-2-1;;
overh;B;Tätort;single;wood;Cu;undef;35;12;200;NG11012;;
overh;B;Tätort;single;wood;ACSR;undef;31;12;130;NG11012;;
overh;B;Landsbygd;single;wood;Cu;undef;25;12;165;NG11012;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;31;12;130;NG11012;;
overh;none;Tätort;none;none;Cu;undef;16;0,4;0;NG12311;;
overh;B;Tätort;single;wood;Cu;undef;16;0,4;0;NG12311;;
overh;B;Landsbygd;single;wood;AlloyAl;undef;157;52;290;R-NR-LL-2-2;;
overh;none;Landsbygd;none;none;Cu;undef;16;24;145;NG11012;;
overh;B;Landsbygd;single;wood;Cu;undef;16;12;145;NG11012;;
overh;B;Landsbygd;single;wood;AlloyAl;undef;241;52;365;R-NR-LL-2-3;;
overh;B;Tätort;single;wood;AlloyAl;undef;234;24;560;NG11015;;
overh;none;Tätort;none;none;ACSR;undef;31;24;115;NG11012;;
overh;none;Tätort;none;none;ACSR;undef;31;24;130;NG11012;;
overh;none;Tätort;none;none;ACSR;undef;49;24;210;NG11012;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;49;24;210;NG11012;;
overh;B;Tätort;single;wood;ACSR;undef;49;24;210;NG11012;;
overh;none;Tätort;none;none;ACSR;undef;157;12;395;NG11014;;
overh;none;Tätort;none;none;ACSR;undef;99;12;330;NG11013;;
overh;B;Tätort;single;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;;
overh;none;Landsbygd;none;none;ACSR;undef;62;52;100;R-NR-LL-2-1;;
overh;none;Landsbygd;none;none;AlloyAl;undef;157;52;290;R-NR-LL-2-2;;
overh;none;Tätort;none;none;AlloyAl;undef;234;24;560;NG11015;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;19;12;95;NG11012;;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;99;0,4;0;NG12313;;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;99;0,4;0;NG12313;;
overh;none;Tätort;none;none;Cu;undef;25;0,4;0;NG12311;;
overh;A;Landsbygd;single;wood;ACSR;undef;49;24;175;NG11012;;
overh;A;Landsbygd;single;wood;ACSR;undef;19;12;95;NG11012;;
overh;A;Tätort;single;wood;ACSR;undef;99;24;285;NG11013;;
overh;A;Landsbygd;single;wood;ACSR;undef;234;12;525;NG11015;;
overh;A;Landsbygd;single;wood;AlloyAl;undef;234;52;370;R-NR-LL-2-3;;
overh;A;Landsbygd;single;wood;Cu;undef;16;0,4;0;NG12311;;
overh;A;Landsbygd;single;wood;AlloyAl;undef;157;24;415;NG11014;;
overh;A;Landsbygd;single;wood;ACSR;undef;99;12;330;NG11013;;
overh;A;Landsbygd;single;wood;AlloyAl;undef;234;24;560;NG11015;;
overh;A;Landsbygd;single;wood;ACSR;undef;234;24;525;NG11015;;
overh;A;Landsbygd;single;wood;ACSR;undef;31;24;115;NG11012;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;157;52;270;R-NR-LL-2-2;;
overh;A;Landsbygd;single;wood;ACSR;undef;329;52;0;R-NR-LL-2-4;;
overh;A;Landsbygd;single;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;31;0,4;0;NG12311;;
overh;B;Landsbygd;single;wood;ACSR;undef;62;24;245;NG11012;;
overh;B;Landsbygd svår mark;single;wood;ACSR;undef;31;24;115;NG11012;;
overh;none;Tätort;none;none;Cu;undef;35;12;200;NG11012;;
overh;none;Landsbygd;none;none;ACSR;undef;329;52;0;R-NR-LL-2-4;;
overh;B;Landsbygd;single;wood;ACSR;undef;49;12;210;NG11012;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;234;24;525;NG11015;;
overh;A;Landsbygd;single;wood;AlloyAl;undef;49;0,4;0;NG12312;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;157;24;395;NG11014;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;31;12;130;NG11012;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;;
overh;B;Landsbygd;single;wood;Cu;undef;35;0,4;0;NG12311;;
overh;B;Landsbygd svår mark;single;wood;ACSR;undef;62;24;245;NG11012;;
overh;B;Landsbygd svår mark;single;wood;ACSR;undef;19;12;95;NG11012;;
overh;B;Tätort;single;wood;ACSR;undef;49;12;175;NG11012;;
overh;none;Landsbygd;none;none;Cu;undef;25;12;165;NG11012;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;49;12;175;NG11012;;
overh;none;Landsbygd;none;none;AlloyAl;undef;49;24;180;NG11012;;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;241;52;365;R-NR-LL-2-3;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;329;52;0;R-NR-LL-2-4;;
overh;B;Landsbygd;single;wood;ACSR;undef;329;52;0;R-NR-LL-2-4;;
overh;none;Tätort;none;none;ACSR;undef;234;12;525;NG11015;;
overh;A;Landsbygd;single;wood;AlloyAl;undef;241;52;365;R-NR-LL-2-3;;
overh;A;Tätort;single;wood;ACSR;undef;157;52;270;R-NR-LL-2-2;;
overh;A;Landsbygd svår mark;single;wood;AlloyAl;undef;49;0,4;0;NG12312;;
overh;none;Landsbygd svår mark;none;none;Cu;undef;35;24;200;NG11012;;
overh;none;Tätort;none;none;AlloyAl;undef;31;0,4;0;NG12311;;
overh;B;Tätort;single;wood;ACSR;undef;234;52;340;R-NR-LL-2-3;;
overh;none;Tätort;none;none;Cu;undef;25;24;165;NG11012;;
overh;none;Landsbygd svår mark;none;none;Cu;undef;25;24;165;NG11012;;
overh;B;Landsbygd svår mark;single;wood;ACSR;undef;329;52;0;R-NR-LL-2-4;;
overh;none;Tätort;none;none;Cu;undef;16;24;145;NG11012;;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;31;24;115;NG11012;;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;157;24;415;NG11014;;
overh;none;Tätort;none;none;ACSR;undef;62;24;245;NG11012;;
overh;B;Tätort;single;wood;ACSR;undef;62;24;245;NG11012;;
overh;B;Tätort;single;wood;AlloyAl;undef;49;0,4;0;NG12312;;
overh;none;Tätort;none;none;AlloyAl;undef;49;0,4;0;NG12312;;
overh;none;Landsbygd;none;none;ACSR;undef;49;12;210;NG11012;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;234;52;340;R-NR-LL-2-3;;
overh;A;Landsbygd;single;wood;AlloyAl;undef;241;24;560;NG11015;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;593;52;800;R-NR-LL-2-6;;
overh;A;Landsbygd;single;wood;ACSR;undef;62;52;100;R-NR-LL-2-1;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;62;52;100;R-NR-LL-2-1;;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;49;24;210;NG11012;;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;62;52;100;R-NR-LL-2-1;21001;
overh;B;Tätort;single;none;ACSR;undef;49;12;175;NG11012;3036;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;49;12;175;NG11012;3036;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;31;24;130;NG11012;1035;
overh;A;Landsbygd svår mark;portal;wood;AlloyAl;undef;241;52;365;R-NR-LL-2-3;21010;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;B;Tätort;single;none;ACSR;undef;234;12;525;NG11015;3042;
overh;A;Tätort;portal;wood;ACSR;undef;234;24;525;NG11015;1042;
overh;B;Tätort;single;none;ACSR;undef;31;24;130;NG11012;1035;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;99;0,4;600;NG12313;1149;
overh;A;Tätort;portal;wood;AlloyAl;undef;62;0,4;420;NG12312;1148;
overh;A;Tätort;single;wood;ACSR;undef;234;12;525;NG11015;3042;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;49;24;175;NG11012;1036;
overh;A;Landsbygd svår mark;portal;wood;Cu;undef;10;0,4;90;NG12311;1127,1128;
overh;A;Tätort;single;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;B;Tätort;single;none;ACSR;undef;157;52;270;R-NR-LL-2-2;21003;
overh;A;Landsbygd svår mark;single;wood;AlloyAl;undef;329;0;620;R-NR-LL-2-4;21015;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;157;12;395;NG11014;3040;
overh;A;Tätort;portal;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;A;Tätort;portal;wood;ACSR;undef;157;52;270;R-NR-LL-2-2;21003;
overh;A;Landsbygd svår mark;portal;wood;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;62;52;100;R-NR-LL-2-1;21001;
overh;A;Tätort;portal;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;157;52;270;R-NR-LL-2-2;21003;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;329;52;0;R-NR-LL-2-4;21011;
overh;B;Tätort;single;none;Cu;undef;25;0,4;165;NG12311;1137;
overh;A;Tätort;portal;wood;Cu;undef;10;0,4;90;NG12311;1127;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;62;12;210;NG11012;3037;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;593;52;800;R-NR-LL-2-4;21013;
overh;A;Tätort;portal;wood;AlloyAl;undef;234;52;370;R-NR-LL-2-3;21007;
overh;A;Tätort;portal;wood;ACSR;undef;99;24;285;NG11013;1038;
overh;A;Tätort;single;wood;ACSR;undef;62;12;210;NG11012;3037;
overh;A;Tätort;single;wood;ACSR;undef;49;24;175;NG11012;1036;
overh;A;Tätort;portal;wood;ACSR;undef;31;12;130;NG11012;3035;
overh;A;Tätort;portal;wood;ACSR;undef;234;12;525;NG11015;3042;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;157;12;395;NG11014;3040;
overh;A;Tätort;portal;wood;ACSR;undef;62;12;210;NG11012;3037;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;99;24;285;NG11013;1038;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;329;52;0;R-NR-LL-2-4;21011;
overh;B;Tätort;single;none;ACSR;undef;62;12;210;NG11012;3037;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;234;24;525;NG11015;1042;
overh;A;Tätort;portal;wood;ACSR;undef;234;52;340;R-NR-LL-2-3;21004;
overh;B;Tätort;single;none;ACSR;undef;99;24;285;NG11013;1038;
overh;B;Tätort;single;none;AlloyAl;undef;234;24;560;NG11015;1055;
overh;A;Tätort;single;wood;ACSR;undef;31;24;130;NG11012;1035;
overh;A;Tätort;portal;wood;AlloyAl;undef;234;24;560;NG11015;1055;
overh;A;Landsbygd svår mark;portal;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;157;24;415;NG11014;1054;
overh;A;Tätort;single;wood;ACSR;undef;234;24;525;NG11015;1042;
overh;A;Tätort;portal;wood;Cu;undef;16;0,4;90;NG12311;1131;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;49;12;175;NG11012;3036;
overh;A;Landsbygd svår mark;single;wood;AlloyAl;undef;157;24;415;NG11014;1054;
overh;B;Tätort;single;none;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;31;24;130;NG11012;1035;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;99;12;285;NG11013;3038;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;234;52;340;R-NR-LL-2-3;21004;
overh;B;Landsbygd svår mark;single;none;Cu;undef;16;0,4;120;NG12311;1132;
overh;A;Tätort;portal;wood;ACSR;undef;157;12;395;NG11014;3040;
overh;B;Tätort;single;none;ACSR;undef;234;24;525;NG11015;1042;
overh;B;Tätort;single;none;Cu;undef;16;0,4;90;NG12311;1131;
overh;B;Landsbygd svår mark;single;none;Cu;undef;35;24;200;NG11012;1029;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;157;52;270;R-NR-LL-2-2;21003;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;241;52;365;R-NR-LL-2-3;21010;
overh;A;Landsbygd svår mark;portal;wood;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;B;Landsbygd svår mark;single;none;Cu;undef;10;0,4;90;NG12311;1127,1128;
overh;B;Tätort;single;none;ACSR;undef;49;24;175;NG11012;1036;
overh;A;Landsbygd svår mark;portal;wood;Cu;undef;16;0,4;120;NG12311;1132;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;157;24;395;NG11014;1040;
overh;A;Landsbygd svår mark;portal;wood;AlloyAl;undef;99;0,4;600;NG12312;1149;
overh;A;Landsbygd svår mark;portal;wood;Cu;undef;35;24;200;NG11012;1029;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;31;24;130;NG11012;1035;
overh;B;Tätort;single;none;Cu;undef;10;0,4;90;NG12311;1127;
overh;A;Tätort;single;wood;ACSR;undef;62;24;210;NG11012;1037;
overh;A;Tätort;portal;wood;Cu;undef;25;0,4;165;NG12311;1135,1137;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;99;24;285;NG11013;1038;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;62;24;210;NG11012;1037;
overh;B;Tätort;single;none;Cu;undef;16;0,4;120;NG12311;1132;
overh;A;Tätort;portal;wood;ACSR;undef;62;24;210;NG11012;1037;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;31;12;130;NG11012;3035;
overh;B;Tätort;single;none;AlloyAl;undef;62;0,4;420;NG12312;1148;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;62;12;210;NG11012;3037;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;62;24;210;NG11012;1037;
overh;B;Tätort;single;none;ACSR;undef;157;24;395;NG11014;1040;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;234;24;525;NG11015;1042;
overh;B;Landsbygd svår mark;single;none;Cu;undef;25;24;165;NG11012;1028;
overh;B;Tätort;single;none;ACSR;undef;99;12;285;NG11013;3038;
overh;B;Tätort;single;none;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;A;Landsbygd svår mark;portal;wood;Cu;undef;25;24;165;NG11012;1028;
overh;A;Tätort;portal;wood;AlloyAl;undef;241;24;560;NG11015;1056;
overh;B;Tätort;single;none;Cu;undef;25;24;165;NG11012;1028;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;49;24;175;NG11012;1036;
overh;A;Tätort;portal;wood;ACSR;undef;49;12;175;NG11012;3036;
overh;A;Tätort;portal;wood;ACSR;undef;99;12;285;NG11013;3038;
overh;B;Tätort;single;none;ACSR;undef;234;52;340;R-NR-LL-2-3;21004;
overh;B;Tätort;single;none;ACSR;undef;62;24;210;NG11012;1037;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;329;0;620;R-NR-LL-2-4;21015;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;157;24;395;NG11014;1040;
overh;A;Tätort;portal;wood;ACSR;undef;99;12;330;NG11013;3121;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;99;12;285;NG11013;3038;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;234;52;340;R-NR-LL-2-3;21004;
overh;B;Tätort;single;none;AlloyAl;undef;241;24;560;NG11015;1056;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;31;12;130;NG11012;3035;
overh;A;Tätort;single;wood;Cu;undef;16;24;145;NG11012;1027;
overh;A;Tätort;portal;wood;ACSR;undef;157;24;395;NG11014;1040;
overh;B;Tätort;single;none;ACSR;undef;157;12;395;NG11014;3040;
overh;A;Tätort;portal;wood;Cu;undef;16;0,4;120;NG12311;1132;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;A;Landsbygd;portal;wood;Cu;undef;25;0,4;165;NG12311;1135,1137;
overh;A;Landsbygd;single;wood;ACSR;undef;49;12;210;NG11012;3112;
overh;B;Landsbygd;single;none;AlloyAl;undef;329;0;755;R-NR-LL-2-4;21014;
overh;A;Landsbygd;single;wood;AlloyAl;undef;49;24;180;NG11012;1051;
overh;A;Landsbygd;portal;wood;Cu;undef;16;0,4;90;NG12311;1131;
overh;B;Landsbygd;single;none;AlloyAl;undef;329;0;620;R-NR-LL-2-4;21015;
overh;A;Landsbygd;single;wood;AlloyAl;undef;329;0;620;R-NR-LL-2-4;21015;
overh;A;Landsbygd;portal;wood;ACSR;undef;62;52;100;R-NR-LL-2-1;21001;
overh;A;Landsbygd;portal;wood;ACSR;undef;329;52;0;R-NR-LL-2-4;21011;
overh;A;Landsbygd;single;wood;AlloyAl;undef;329;0;755;R-NR-LL-2-4;21014;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;241;52;365;R-NR-LL-2-3;21010;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;49;24;180;NG11012;1051;
overh;B;Landsbygd;single;none;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;A;Landsbygd;portal;wood;ACSR;undef;31;12;130;NG11012;3035;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;241;24;560;NG11015;1056;
overh;B;Landsbygd;single;none;AlloyAl;undef;157;24;415;NG11014;1054;
overh;B;Landsbygd;single;none;AlloyAl;undef;234;24;560;NG11015;1055;
overh;B;Landsbygd;single;none;AlloyAl;undef;62;0,4;420;NG12312;1148;
overh;B;Landsbygd;single;none;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;A;Landsbygd;portal;wood;ACSR;undef;19;12;95;NG11012;3033;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;157;24;415;NG11014;1054;
overh;B;Landsbygd;single;none;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;A;Landsbygd;portal;wood;ACSR;undef;157;52;270;R-NR-LL-2-2;21003;
overh;A;Landsbygd;portal;wood;ACSR;undef;99;12;330;NG11013;3121;
overh;A;Landsbygd;portal;wood;ACSR;undef;62;24;210;NG11012;1037;
overh;A;Landsbygd;portal;wood;Cu;undef;10;0,4;90;NG12311;1127,1128;
overh;A;Landsbygd;portal;wood;ACSR;undef;99;12;285;NG11013;3038;
overh;B;Landsbygd;single;none;ACSR;undef;31;12;130;NG11012;3035;
overh;A;Landsbygd;single;wood;AlloyAl;undef;157;52;290;R-NR-LL-2-2;21006;
overh;B;Landsbygd;single;none;Cu;undef;25;0,4;165;NG12311;1135,1137;
overh;A;Landsbygd;portal;wood;ACSR;undef;234;12;525;NG11015;3042;
overh;A;Landsbygd;portal;wood;ACSR;undef;99;24;285;NG11013;1038;
overh;B;Landsbygd;single;none;ACSR;undef;31;24;130;NG11012;1035;
overh;B;Landsbygd;single;none;ACSR;undef;99;12;285;NG11013;3038;
overh;B;Landsbygd;single;none;AlloyAl;undef;241;24;560;NG11015;1056;
overh;B;Landsbygd;single;none;ACSR;undef;593;52;800;R-NR-LL-2-4;21013;
overh;B;Landsbygd;single;none;AlloyAl;undef;49;24;180;NG11012;1051;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;234;52;370;R-NR-LL-2-3;21007;
overh;B;Landsbygd;single;none;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;A;Landsbygd;portal;wood;ACSR;undef;99;52;155;R-NR-LL-2-1;21002;
overh;B;Landsbygd;single;none;ACSR;undef;19;12;95;NG11012;3033;
overh;B;Landsbygd;single;none;ACSR;undef;62;12;210;NG11012;3037;
overh;B;Landsbygd;single;none;AlloyAl;undef;157;52;290;R-NR-LL-2-2;21006;
overh;B;Landsbygd;single;none;ACSR;undef;62;52;100;R-NR-LL-2-1;21001;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;B;Landsbygd;single;none;AlloyAl;undef;234;52;370;R-NR-LL-2-3;21007;
overh;B;Landsbygd;single;none;ACSR;undef;329;52;0;R-NR-LL-2-4;21011;
overh;A;Landsbygd;portal;wood;ACSR;undef;49;24;175;NG11012;1036;
overh;B;Landsbygd;single;none;ACSR;undef;99;24;285;NG11013;1038;
overh;B;Landsbygd;single;none;ACSR;undef;234;12;525;NG11015;3042;
overh;A;Landsbygd;portal;wood;ACSR;undef;157;12;395;NG11014;3040;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;234;24;560;NG11015;1055;
overh;B;Landsbygd;single;none;ACSR;undef;49;12;210;NG11012;3112;
overh;B;Landsbygd;single;none;ACSR;undef;157;24;395;NG11014;1040;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;329;0;620;R-NR-LL-2-4;21015;
overh;B;Landsbygd;single;none;ACSR;undef;157;52;270;R-NR-LL-2-2;21003;
overh;B;Landsbygd;single;none;ACSR;undef;234;24;525;NG11015;1042;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;157;52;290;R-NR-LL-2-2;21006;
overh;A;Landsbygd;portal;wood;ACSR;undef;31;24;130;NG11012;1035;
overh;A;Landsbygd;single;wood;ACSR;undef;19;24;95;NG11012;1033;
overh;B;Landsbygd;single;none;ACSR;undef;49;12;175;NG11012;3036;
overh;A;Landsbygd;portal;wood;ACSR;undef;62;12;210;NG11012;3037;
overh;B;Landsbygd;single;none;Cu;undef;16;0,4;120;NG12311;1132;
overh;A;Landsbygd;portal;wood;ACSR;undef;234;24;525;NG11015;1042;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;62;0,4;420;NG12312;1148;
overh;B;Landsbygd;single;none;ACSR;undef;49;24;175;NG11012;1036;
overh;B;Landsbygd;single;none;AlloyAl;undef;241;52;365;R-NR-LL-2-3;21010;
overh;B;Landsbygd;single;none;ACSR;undef;62;24;210;NG11012;1037;
overh;A;Landsbygd;portal;wood;ACSR;undef;49;12;175;NG11012;3036;
overh;A;Landsbygd;portal;wood;Cu;undef;16;0,4;120;NG12311;1132;
overh;B;Landsbygd;single;none;ACSR;undef;234;52;340;R-NR-LL-2-3;21004;
overh;B;Landsbygd;single;none;Cu;undef;16;0,4;90;NG12311;1131;
overh;B;Landsbygd;single;none;Cu;undef;10;0,4;90;NG12311;1127,1128;
overh;A;Landsbygd;portal;wood;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;B;Landsbygd;single;none;ACSR;undef;157;12;395;NG11014;3040;
overh;A;Landsbygd;portal;wood;Cu;undef;35;0,4;200;NG12311;1138;
overh;B;Landsbygd;single;none;Cu;undef;35;0,4;200;NG12311;1138;
overh;A;Landsbygd;portal;wood;ACSR;undef;157;24;395;NG11014;1040;
overh;A;Landsbygd;portal;wood;ACSR;undef;234;52;340;R-NR-LL-2-3;21004;
PAS;B;Landsbygd;single;wood;ACSR;PE;99;24;348;NG11013;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;241;24;560;NG11035;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;241;24;560;NG11035;;
PAS;B;Tätort;single;wood;AlloyAl;PE;241;24;560;NG11035;;
PAS;none;Tätort;none;none;AlloyAl;PE;241;24;560;NG11035;;
PAS;none;Landsbygd;none;none;ACSR;PE;99;24;348;NG11033;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;99;24;285;NG11033;;
PAS;none;Landsbygd svår mark;none;none;AlloyAl;PE;99;24;285;NG11033;;
PAS;B;Landsbygd svår mark;single;wood;AlloyAl;PE;99;24;285;NG11033;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;99;24;285;NG11033;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;157;24;395;NG11034;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;59;12;305;NG11032;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;59;12;305;NG11032;;
PAS;B;Landsbygd;single;wood;ACSR;PE;62;24;259;NG11032;;
PAS;none;Landsbygd;none;none;ACSR;PE;99;12;348;NG11033;;
PAS;B;Landsbygd;single;wood;ACSR;PE;99;12;348;NG11033;;
PAS;none;Landsbygd;none;none;ACSR;PE;62;24;259;NG11032;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;59;24;305;NG11032;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;59;24;305;NG11032;;
PAS;B;Landsbygd svår mark;single;wood;ACSR;PE;99;24;348;NG11033;;
PAS;none;Landsbygd svår mark;none;none;ACSR;PE;99;24;348;NG11033;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;241;52;542;R-NR-LL-2-10;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;241;52;542;R-NR-LL-2-10;;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;241;52;542;R-NR-LL-2-10;;
PAS;A;Landsbygd;single;wood;ACSR;PE;99;24;348;NG11033;;
PAS;none;Tätort;none;none;ACSR;PE;99;12;348;NG11033;;
PAS;B;Landsbygd svår mark;single;wood;ACSR;PE;99;12;348;NG11033;;
PAS;none;Landsbygd svår mark;none;none;AlloyAl;PE;59;24;305;NG11032;;
PAS;B;Landsbygd svår mark;single;wood;AlloyAl;PE;59;24;305;NG11032;;
PAS;none;Landsbygd svår mark;none;none;AlloyAl;PE;59;12;305;NG11032;;
PAS;B;Landsbygd svår mark;single;wood;AlloyAl;PE;59;12;305;NG11032;;
PAS;none;Landsbygd;none;none;ACSR;PE;62;12;259;NG11032;;
PAS;B;Landsbygd;single;wood;ACSR;PE;62;12;259;NG11032;;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;241;24;560;NG11035;;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;99;24;285;NG11033;;
PAS;A;Landsbygd;single;wood;ACSR;PE;62;24;259;NG11032;;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;59;12;305;NG11032;;
PAS;B;Landsbygd svår mark;single;wood;AlloyAl;PE;157;24;395;NG11034;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;157;24;395;NG11034;;
PAS;B;Landsbygd svår mark;single;wood;ACSR;PE;62;24;259;NG11032;;
PAS;B;Tätort;single;wood;AlloyAl;PE;99;24;285;NG11033;;
PAS;none;Landsbygd svår mark;none;none;AlloyAl;PE;157;24;395;NG11034;;
PAS;B;Landsbygd;single;wood;AlloyAl;PE;99;12;285;NG11033;;
