Ledningskonstruktion;Säkerhetsklass;Områdestyp;Stolptyp;Stolpmaterial;Ledningsmaterial;Ledningsisolering;Tvärsnittsarea;Spänningsnivå;Imax;Kostnadskod;Kommentar;
undergcbl;none;Tätort;none;none;Cu;PVC;120;0,4;0;NG14536;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;10;24;100;NG14612;;
undergcbl;B;Tätort;single;wood;Cu;PEX;25;12;145;NG14521;;
undergcbl;B;Tätort;single;wood;Al;PEX;50;12;170;NG14521;;
undergcbl;B;Tätort;single;wood;Al;PEX;35;12;130;NG14521;;
undergcbl;none;Tätort;none;none;Al;PEX;25;12;115;NG14521;;
undergcbl;B;Tätort;single;wood;Cu;paper;25;12;120;NG14521;;
undergcbl;none;Landsbygd;none;none;Al;PVC;35;12;110;NG14623;;
undergcbl;none;Tätort;none;none;Al;PVC;35;12;110;NG14521;;
undergcbl;none;Landsbygd;none;none;Al;PEX;120;12;270;NG14625;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;25;12;115;NG14722;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;35;12;130;NG14723;;
undergcbl;none;Tätort;none;none;Al;PEX;50;12;185;NG14521;;
undergcbl;none;Tätort;none;none;Cu;paper;70;0,4;0;NG14534;;
undergcbl;B;Tätort;single;wood;Al;PEX;150;0,4;0;NG14535;;
undergcbl;none;Tätort;none;none;Cu;PVC;240;0,4;0;NG14536;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;185;0,4;0;NG14636;;
undergcbl;none;Tätort;none;none;Cu;PVC;150;0,4;0;NG14536;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;150;0,4;0;NG14736;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;95;0,4;0;NG14735;;
undergcbl;B;Landsbygd;single;wood;Cu;paper;25;0,4;0;NG14633;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;25;0,4;0;NG14632;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PEX;50;0,4;0;NG14734;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;50;12;215;NG14624;;
undergcbl;none;Tätort;none;none;Al;PEX;150;24;310;NG14513;;
undergcbl;none;Tätort;none;none;Cu;paper;35;24;150;NG14511;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;24;170;NG14713;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;12;280;NG14724;;
undergcbl;B;Tätort;single;wood;Al;PEX;95;12;240;NG14522;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;95;24;280;NG14714;;
undergcbl;none;Landsbygd;none;none;AlloyAl;PEX;150;24;300;NG14615;;
undergcbl;B;Landsbygd;single;wood;AlloyAl;PEX;150;24;300;NG14615;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;24;340;NG14616;;
undergcbl;none;Tätort;none;none;Al;PEX;240;24;340;NG14514;;
undergcbl;B;Tätort;single;wood;Al;PEX;240;24;340;NG14514;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;300;52;525;R-NR-JK-2-24;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;10;24;96;NG14712;;
undergcbl;B;Tätort;single;wood;Al;PEX;300;52;525;R-NR-JK-2-4;;
undergcbl;none;Tätort;none;none;Al;PEX;300;52;525;R-NR-JK-2-4;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;10;24;100;NG14712;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;240;0,4;0;NG14736;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PVC;120;0,4;0;NG14735;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;6;0,4;0;NG14731;;
undergcbl;A;Landsbygd;single;wood;Cu;PVC;6;0,4;0;NG14631;;
undergcbl;A;Landsbygd svår mark;single;wood;Cu;PVC;50;0,4;0;NG14734;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;150;24;310;NG14615;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;95;12;280;NG14624;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;95;24;280;NG14614;;
undergcbl;A;Landsbygd svår mark;single;wood;Al;PEX;50;0,4;0;NG14733;;
undergcbl;A;Tätort;single;wood;Al;PEX;95;0,4;0;NG14534;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;300;0,4;0;NG14636;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;70;0,4;0;NG14634;;
undergcbl;A;Landsbygd;single;wood;Cu;PE;10;0,4;0;NG14631;;
undergcbl;A;Landsbygd svår mark;single;wood;Cu;PVC;16;0,4;0;NG14732;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;95;0,4;0;NG14635;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;150;0,4;0;NG14636;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;240;24;340;NG14616;;
undergcbl;A;Tätort;single;wood;Al;PEX;95;24;280;NG14512;;
undergcbl;B;Landsbygd;single;wood;Cu;paper;6;0,4;0;NG14631;;
undergcbl;none;Tätort;none;none;Al;PVC;35;0,4;0;NG14533;;
undergcbl;B;Tätort;single;wood;Al;PEX;240;12;400;NG14524;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;12;310;NG14625;;
undergcbl;B;Tätort;single;wood;Cu;PVC;150;0,4;0;NG14536;;
undergcbl;B;Tätort;single;wood;Cu;PEX;50;0,4;0;NG14534;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PEX;95;0,4;0;NG14735;;
undergcbl;none;Landsbygd;none;none;Al;PEX;300;52;525;R-NR-JK-2-14;;
undergcbl;B;Tätort;single;wood;Al;PEX;50;24;145;NG14511;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;150;0,4;0;NG14735;;
undergcbl;none;Tätort;none;none;Cu;paper;120;0,4;0;NG14536;;
undergcbl;B;Tätort;single;wood;Al;PEX;95;24;240;NG14512;;
undergcbl;none;Landsbygd;none;none;Cu;paper;16;12;93;NG14622;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;50;24;215;NG14614;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;50;12;215;NG14624;;
undergcbl;none;Landsbygd;none;none;Al;PEX;25;24;96;NG14612;;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;12;360;NG14625;;
undergcbl;none;Tätort;none;none;Cu;PEX;10;24;96;NG14511;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;35;24;130;NG14613;;
undergcbl;none;Tätort;none;none;Al;paper;50;12;140;NG14521;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;25;12;115;NG14623;;
undergcbl;A;Tätort;single;wood;Cu;PVC;10;0,4;0;NG14531;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;240;12;400;NG14626;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;95;24;240;NG14614;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;240;24;400;NG14616;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;10;24;96;NG14612;;
undergcbl;A;Tätort;single;wood;Cu;PEX;10;0,4;0;NG14531;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;150;12;310;NG14725;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;24;465;NG14616;;
undergcbl;none;Tätort;none;none;Cu;PEX;50;24;215;NG14512;;
undergcbl;A;Landsbygd svår mark;single;wood;Cu;PEX;50;0,4;0;NG14734;;
undergcbl;A;Tätort;single;wood;Al;PEX;50;24;185;NG14511;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;25;12;115;NG14622;;
undergcbl;A;Landsbygd;single;wood;Cu;paper;25;24;120;NG14613;;
undergcbl;A;Tätort;single;wood;Al;PVC;50;0,4;0;NG14533;;
undergcbl;B;Landsbygd;single;wood;Cu;paper;50;0,4;0;NG14634;;
undergcbl;B;Tätort;single;wood;Al;PEX;240;0,4;0;NG14536;;
undergcbl;B;Tätort;single;wood;Cu;PEX;16;0,4;0;NG14532;;
undergcbl;B;Landsbygd;single;wood;Cu;PE;16;0,4;0;NG14632;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;120;0,4;0;NG14635;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;16;0,4;0;NG14732;;
undergcbl;none;Landsbygd;none;none;Al;PVC;25;0,4;0;NG14632;;
undergcbl;B;Tätort;single;wood;Cu;PEX;150;0,4;0;NG14536;;
undergcbl;B;Tätort;single;wood;Al;PEX;95;24;280;NG14512;;
undergcbl;none;Landsbygd;none;none;Al;PEX;25;24;115;NG14612;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;24;310;NG14715;;
undergcbl;B;Tätort;single;wood;Al;PEX;150;24;310;NG14513;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;24;240;NG14714;;
undergcbl;B;Tätort;single;wood;Al;PEX;500;12;602;L-NR-KT-1-5;;
undergcbl;none;Tätort;none;none;Al;PEX;500;12;602;L-NR-KT-1-5;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;240;52;0;R-NR-JK-2-23;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;50;24;165;NG14614;;
undergcbl;B;Tätort;single;wood;Al;PEX;70;24;205;NG14512;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;35;24;130;NG14713;;
undergcbl;A;Landsbygd;single;wood;Cu;PVC;70;0,4;0;NG14634;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;10;24;100;NG14612;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;300;52;525;R-NR-JK-2-14;;
undergcbl;A;Tätort;single;wood;Al;PVC;70;0,4;0;NG14534;;
undergcbl;A;Landsbygd;single;wood;Cu;PVC;25;0,4;0;NG14633;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;16;0,4;0;NG14632;;
undergcbl;A;Landsbygd svår mark;single;wood;Cu;PEX;16;0,4;0;NG14732;;
undergcbl;A;Tätort;single;wood;Al;PEX;50;24;145;NG14511;;
undergcbl;A;Landsbygd svår mark;single;wood;Al;PEX;50;12;170;NG14723;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;70;24;205;NG14614;;
undergcbl;none;Tätort;none;none;Al;PVC;300;0,4;430;NG14536;1620;
undergcbl;none;Tätort;none;none;Cu;paper;70;0,4;260;NG14534;1654;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;150;0,4;290;NG14735;1614,1615;
undergcbl;none;Tätort;none;none;Cu;PVC;240;0,4;480;NG14536;1675;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;16;0,4;100;NG14732;1697;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;240;0,4;375;NG14736;1619;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;50;0,4;190;NG14733;1668,1669;
undergcbl;none;Tätort;none;none;Al;PEX;95;0,4;220;NG14534;1692,3697;
undergcbl;none;Tätort;none;none;Cu;PVC;120;0,4;325;NG14534;1672;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;0,4;290;NG14735;1627,1693,3698;
undergcbl;none;Tätort;none;none;Al;PEX;240;0,4;375;NG14536;1628,1694,3699;
undergcbl;none;Tätort;none;none;Cu;PVC;35;0,4;160;NG14532;1666,1667;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;25;0,4;130;NG14732;1665;
undergcbl;none;Tätort;none;none;Cu;PVC;2;0,4;26;NG14531;1635;
undergcbl;none;Tätort;none;none;Cu;PVC;2;0,4;16;NG14531;1636;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;0,4;220;NG14734;1692,3697;
undergcbl;none;Tätort;none;none;Al;PVC;70;0,4;185;NG14533;1606,1607;
undergcbl;none;Tätort;none;none;Al;PVC;25;0,4;100;NG14532;1601;
undergcbl;none;Tätort;none;none;Al;PEX;150;12;360;NG14525;3532;
undergcbl;none;Tätort;none;none;Cu;PVC;25;0,4;130;NG14532;1664,1665;
undergcbl;none;Tätort;none;none;Al;PEX;500;24;602;L-NR-KT-2-5;1554;
undergcbl;none;Tätort;none;none;Al;PVC;240;0,4;375;NG14536;1619;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;95;0,4;221;NG14734;1608;
undergcbl;none;Tätort;none;none;Al;PVC;120;0,4;255;NG14534;1612,1613;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;50;0,4;152;NG14733;1603,1604;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;6;0,4;57;NG14731;1640;
undergcbl;none;Tätort;none;none;Cu;paper;50;0,4;215;NG14533;1653,1658;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;240;0,4;375;NG14736;1694;
undergcbl;none;Tätort;none;none;Al;PVC;35;0,4;125;NG14532;1602;
undergcbl;none;Tätort;none;none;Al;PEX;95;12;145;NG14522;3075;
undergcbl;none;Tätort;none;none;Cu;PVC;16;0,4;100;NG14532;1642,1663,1681;
undergcbl;none;Tätort;none;none;Cu;paper;6;0,4;63;NG14531;1631;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;70;0,4;185;NG14733;1607;
undergcbl;none;Tätort;none;none;Cu;paper;35;0,4;175;NG14532;1651,1652;
undergcbl;none;Tätort;none;none;Al;PVC;50;0,4;152;NG14533;1603,1604,1605;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;24;145;NG14614;1563;
undergcbl;none;Tätort;none;none;Al;PEX;50;0,4;150;NG14533;1625;
undergcbl;none;Tätort;none;none;Al;PEX;50;0,4;152;NG14533;1691,3696;
undergcbl;none;Tätort;none;none;Cu;PVC;6;0,4;57;NG14531;1640,1643;
undergcbl;none;Tätort;none;none;Cu;PVC;185;0,4;420;NG14535;1674;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;16;0,4;100;NG14732;1663;
undergcbl;none;Landsbygd svår mark;none;none;Cu;paper;16;0,4;115;NG14732;1649;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PE;10;0,4;77;NG14731;1698;
undergcbl;none;Tätort;none;none;Cu;PVC;95;0,4;285;NG14534;1671;
undergcbl;none;Tätort;none;none;Cu;PVC;10;0,4;77;NG14531;1641,1662;
undergcbl;none;Tätort;none;none;Cu;PEX;10;0,4;77;NG14531;1695,3692;
undergcbl;none;Tätort;none;none;Cu;PEX;16;0,4;100;NG14532;1697,3694;
undergcbl;none;Tätort;none;none;Cu;PVC;70;0,4;240;NG14534;1670;
undergcbl;none;Tätort;none;none;Cu;paper;16;0,4;115;NG14532;1633,1649;
undergcbl;none;Tätort;none;none;Al;PVC;185;0,4;330;NG14535;1617,1618;
undergcbl;none;Tätort;none;none;Cu;PVC;4;0,4;40;NG14531;1639;
undergcbl;none;Tätort;none;none;Al;PEX;240;24;465;NG14514;1521;
undergcbl;none;Tätort;none;none;Cu;paper;10;0,4;86;NG14531;1632,1648;
undergcbl;none;Tätort;none;none;Cu;paper;25;0,4;145;NG14532;1634,165;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;120;0,4;255;NG14734;1612;
undergcbl;none;Tätort;none;none;Al;PEX;240;52;0;R-NR-JK-2-3;21510;
undergcbl;none;Tätort;none;none;Cu;paper;120;0,4;350;NG14534;1656;
undergcbl;none;Tätort;none;none;Cu;PE;10;0,4;77;NG14531;1698;
undergcbl;none;Tätort;none;none;Cu;PEX;10;24;100;NG14511;1176;
undergcbl;none;Tätort;none;none;Al;PVC;150;0,4;290;NG14535;1614,1615,1616;
undergcbl;none;Tätort;none;none;Al;PVC;95;0,4;221;NG14534;1608,1609,1610,1611;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;0,4;152;NG14733;1691,3696;
undergcbl;none;Landsbygd svår mark;none;none;Cu;paper;10;0,4;86;NG14731;1632,1648;
undergcbl;none;Tätort;none;none;Al;PEX;25;0,4;118;NG14532;3701;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;10;0,4;77;NG14731;1695,3692;
undergcbl;none;Tätort;none;none;Cu;PVC;50;0,4;190;NG14533;1668,1669;
undergcbl;none;Tätort;none;none;Al;PEX;150;0,4;290;NG14535;1627,1693,3698;
undergcbl;none;Tätort;none;none;Cu;paper;95;0,4;300;NG14534;1657;
undergcbl;none;Tätort;none;none;Cu;PVC;150;0,4;370;NG14535;1673;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;10;0,4;77;NG14731;1641;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;24;370;NG14615;1519;
undergcbl;none;Landsbygd;none;none;Al;PVC;120;0,4;255;NG14634;1612,1613;
undergcbl;none;Landsbygd;none;none;Al;PEX;0;24;10;NG14615;1557;
undergcbl;none;Landsbygd;none;none;Cu;PE;16;0,4;100;NG14632;1699;
undergcbl;none;Landsbygd;none;none;Cu;PEX;16;0,4;100;NG14632;1697,3694;
undergcbl;none;Landsbygd;none;none;Cu;PVC;35;0,4;160;NG14632;1666,1667;
undergcbl;none;Landsbygd;none;none;Cu;PVC;10;0,4;77;NG14631;1641,1662;
undergcbl;none;Landsbygd;none;none;Al;PVC;300;0,4;430;NG14636;1620;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;12;145;NG14623;3074;
undergcbl;none;Landsbygd;none;none;Al;PVC;70;0,4;185;NG14633;1606,1607;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;12;145;NG14624;3075;
undergcbl;none;Landsbygd;none;none;Cu;PVC;35;0,4;220;NG14633;1160;
undergcbl;none;Landsbygd;none;none;Cu;PEX;10;0,4;77;NG14631;1695,3692,3693;
undergcbl;none;Landsbygd;none;none;Cu;paper;70;0,4;260;NG14634;1654;
undergcbl;none;Landsbygd;none;none;Al;PVC;185;0,4;330;NG14635;1617;
undergcbl;none;Landsbygd;none;none;Cu;paper;6;0,4;50;NG14631;1647;
undergcbl;none;Landsbygd;none;none;Cu;paper;6;0,4;63;NG14631;1631;
undergcbl;none;Landsbygd;none;none;Cu;PVC;150;0,4;370;NG14635;1673;
undergcbl;none;Landsbygd;none;none;Cu;PE;10;0,4;77;NG14631;1698;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;0,4;220;NG14634;1626,1692,3697;
undergcbl;none;Landsbygd;none;none;Al;PVC;240;0,4;375;NG14636;1619;
undergcbl;none;Landsbygd;none;none;Al;PVC;25;0,4;100;NG14633;1601;
undergcbl;none;Landsbygd;none;none;Cu;paper;16;0,4;115;NG14632;1633,1649;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;0,4;290;NG14635;1627,1693,3698;
undergcbl;none;Landsbygd;none;none;Al;PVC;50;0,4;152;NG14633;1603,1604,1605;
undergcbl;none;Landsbygd;none;none;Al;PEX;25;12;115;NG14623;3541;
undergcbl;none;Landsbygd;none;none;Al;PVC;95;0,4;221;NG14634;1608,1610,1611;
undergcbl;none;Landsbygd;none;none;Cu;PVC;95;0,4;285;NG14634;1671;
undergcbl;none;Landsbygd;none;none;Cu;PVC;2;0,4;16;NG14631;1636;
undergcbl;none;Landsbygd;none;none;Cu;PVC;16;0,4;100;NG14632;1642,1663;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;0,4;150;NG14633;1625;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;0,4;152;NG14633;1691,3696;
undergcbl;none;Landsbygd;none;none;Al;PEX;630;24;0;L-NR-KL-2-10;1529;
undergcbl;none;Landsbygd;none;none;Cu;PVC;25;0,4;130;NG14632;1664,1665;
undergcbl;none;Landsbygd;none;none;Cu;paper;25;0,4;145;NG14632;1650;
undergcbl;none;Landsbygd;none;none;Cu;PVC;120;0,4;325;NG14634;1672;
undergcbl;none;Landsbygd;none;none;Al;PEX;25;0,4;118;NG14632;3701;
undergcbl;none;Landsbygd;none;none;Cu;paper;35;0,4;175;NG14632;1651,1652;
undergcbl;none;Landsbygd;none;none;Cu;PVC;6;0,4;57;NG14631;1640,1643;
undergcbl;none;Landsbygd;none;none;Cu;PVC;70;0,4;240;NG14634;1670;
undergcbl;none;Landsbygd;none;none;Cu;PVC;50;0,4;190;NG14633;1668,1669;
undergcbl;none;Landsbygd;none;none;Al;PVC;150;0,4;290;NG14635;1614,1615,1616;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;0,4;375;NG14636;1628,1694,3699;
undergcbl;none;Landsbygd;none;none;Cu;paper;50;0,4;215;NG14633;1653;
undergcbl;none;Landsbygd;none;none;Cu;paper;25;12;120;NG14623;3569;
undergcbl;none;Landsbygd;none;none;Cu;paper;10;0,4;86;NG14631;1632,1648;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;49;24;210;;1071,1072;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;31;24;115;;1070;
overh;B;Tätort;single;none;ACSR;undef;31;24;115;;1070;
overh;B;Landsbygd;single;none;Cu;undef;10;24;90;NG11012;1026;
undergcbl;none;Landsbygd;none;none;AlloyAl;PEX;50;0;100;NG14615;1089;
overh;A;Landsbygd;portal;wood;Cu;undef;25;12;165;NG11012;3028;
overh;B;Landsbygd;single;none;Cu;undef;25;24;165;NG11012;1028;
overh;B;Landsbygd;single;none;Cu;undef;16;24;145;NG11012;1027;
other;none;Landsbygd;none;none;Cu;undef;25;0,4;999;;1161;
overh;A;Landsbygd;portal;wood;ACSR;undef;62;24;245;;1073;
overh;A;Tätort;single;wood;ACSR;undef;49;24;210;;1072;
overh;B;Landsbygd;single;none;Cu;undef;16;12;145;NG11012;3027;
undefined;none;Tätort;none;none;Cu;undef;50;0,4;999;;1163;
undergcbl;none;Tätort;none;none;Cu;undef;35;0;110;;1512;
overh;B;Landsbygd;single;none;ACSR;undef;31;24;115;;1070;
undefined;none;Landsbygd;none;none;Cu;undef;50;0,4;999;;1163;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;0;490;NG14616;1700;
overh;A;Tätort;portal;wood;Cu;undef;35;12;200;NG11012;3029;
other;none;Landsbygd;none;none;Cu;PVC;0;0,4;0;NG14616;3601;
undergcbl;none;Tätort;none;none;Al;PEX;240;0;490;NG14514;1700;
other;none;Landsbygd svår mark;none;none;Cu;undef;25;0,4;999;;1161;
overh;B;Tätort;single;none;ACSR;undef;49;24;210;;1072;
overh;A;Landsbygd;portal;wood;Cu;undef;16;12;145;NG11012;3027;
aercbl;A;Landsbygd;portal;wood;Al;PVC;10;0,4;46;NG12311;1100;
undergcbl;none;Tätort;none;none;Cu;undef;95;0;205;;1514;
overh;B;Landsbygd;single;none;Cu;undef;35;24;200;NG11012;1029;
overh;A;Landsbygd;portal;wood;Cu;undef;35;24;200;NG11012;1029;
overh;B;Tätort;single;none;Cu;undef;35;12;200;NG11012;3029;
undergcbl;none;Landsbygd;none;none;Cu;undef;35;0;110;;1512;
overh;A;Landsbygd;single;wood;Cu;undef;25;24;165;NG11012;1028;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;31;24;115;;1070;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;25;0;100;NG11012;1025;
undefined;none;Landsbygd;none;none;AlloyAl;undef;19;0,4;100;NG12311;1143;
undergcbl;none;Landsbygd;none;none;Al;PE;95;0;240;NG14614;1727;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;62;24;245;;1073;
overh;A;Tätort;portal;wood;ACSR;undef;49;24;210;;1072;
overh;A;Landsbygd;portal;wood;ACSR;undef;49;24;210;;1071,1072;
overh;A;Tätort;portal;wood;ACSR;undef;62;24;245;;1073;
overh;A;Landsbygd;portal;wood;Cu;undef;25;24;165;NG11012;1028;
overh;A;Landsbygd;single;wood;Cu;undef;25;12;165;NG11012;3028;
overh;A;Landsbygd;portal;wood;ACSR;undef;31;24;115;;1070;
overh;B;Landsbygd;single;none;ACSR;undef;49;24;210;;1071,1072;
undefined;none;Landsbygd;none;none;Cu;undef;6;0,4;35;NG12311;1185;
undergcbl;none;Tätort;none;none;Cu;undef;50;0;130;;1513;
overh;B;Landsbygd;single;none;Cu;undef;25;12;165;NG11012;3028;
undergcbl;none;Landsbygd svår mark;none;none;Cu;undef;95;0;205;;1514;
overh;B;Landsbygd;single;none;ACSR;undef;62;24;245;;1073;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;0;240;NG14614;1600;
undergcbl;none;Landsbygd;none;none;Cu;undef;95;0;205;;1514;
undefined;none;Landsbygd;none;none;Cu;undef;35;0,4;999;;1162;
undefined;none;Landsbygd;none;none;Cu;undef;999;0,4;999;;1678;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;49;24;210;;1071,1072;
overh;B;Tätort;single;none;ACSR;undef;62;24;245;;1073;
undergcbl;none;Landsbygd;none;none;Cu;PEX;0;12;96;NG14622;3500;
undergcbl;none;Landsbygd svår mark;none;none;Cu;undef;35;0;110;;1512;
undergcbl;none;Tätort;none;none;Al;PEX;95;0;240;NG14512;1600;
overh;A;Landsbygd;portal;wood;ACSR;undef;25;0;100;NG11012;1025;
undefined;none;Landsbygd;none;none;undef;undef;50;0,4;152;NG14616;1696;
overh;A;Tätort;single;wood;Cu;undef;35;12;200;NG11012;3029;
overh;A;Landsbygd;single;wood;Cu;undef;16;24;145;NG11012;1027;
undergcbl;none;Landsbygd;none;none;Cu;PVC;240;0,4;480;NG14636;1675;
PAS;A;Landsbygd;portal;wood;ACSR;PE;62;12;259;NG11032;3057;
aercbl;A;Landsbygd;single;wood;Al;PVC;35;0,4;105;NG12311;1103;
overh;A;Tätort;single;wood;ACSR;undef;31;24;115;;1070;
overh;B;Landsbygd;single;none;ACSR;undef;19;24;95;NG11012;1033;
overh;A;Landsbygd;single;wood;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;A;Tätort;portal;wood;ACSR;undef;31;24;115;;1070;
other;none;Tätort;none;none;Cu;undef;25;0,4;999;;1161;
undergcbl;none;Landsbygd;none;none;Cu;PVC;0;0,4;1000;;3499;
overh;A;Landsbygd svår mark;portal;wood;ACSR;undef;62;24;245;;1073;
undefined;none;Landsbygd;none;none;others;undef;50;0,4;999;;1164;
undefined;none;Tätort;none;none;undef;undef;10;0,4;1000;;1181;
overh;B;Landsbygd;single;none;Cu;undef;6;0,4;60;NG12311;1125;
undefined;none;Landsbygd svår mark;none;none;Cu;undef;35;0,4;999;;1162;
undergcbl;none;Landsbygd;none;none;Cu;PVC;185;0,4;420;NG14635;1674;
overh;A;Landsbygd;portal;wood;Cu;undef;16;24;145;NG11012;1027;
undergcbl;none;Tätort;none;none;Al;PEX;95;2;240;NG14512;1729;
undergcbl;none;Landsbygd;none;none;Al;PVC;25;12;90;NG14622;3511;
overh;A;Landsbygd;single;wood;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;A;Landsbygd svår mark;single;wood;Cu;undef;25;24;165;NG11012;1028;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;1;0;NG14624;3205;
aercbl;B;Landsbygd;single;none;Cu;PVC;16;0,4;110;NG12311;1115;
undergcbl;none;Landsbygd;none;none;Al;PEX;630;2;685;L-NR-KL-2-10;1529;
aercbl;B;Landsbygd svår mark;single;none;Cu;PVC;6;0,4;33;NG12311;1113;
overh;A;Landsbygd;portal;wood;Cu;undef;6;0,4;60;NG12311;1125;
undergcbl;none;Tätort;none;none;AlloyAl;PEX;150;24;300;NG14513;1090;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;0;240;NG14714;1600;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;1;0;NG14625;3204;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;2;240;NG14614;1729,1772;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;19;12;95;NG11012;3033;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;2;310;NG14615;1728;
aercbl;A;Landsbygd;portal;wood;Cu;PVC;16;0,4;110;NG12311;1115;
